treatment_id,ae_term,ae_group,treated,observed,percent,observed_severe,percent_severe
inotersen,Vitamin A Deficiency,Metabolic,1978,28,1.4156,0,0.0
inotersen,Vitamin D deficiency,Metabolic,1978,0,0.0,0,0.0
ion363-jacifusen-ulefnersen,Back Pain,Musculoskeletal,12,6,50.0,0,0.0
ion363-jacifusen-ulefnersen,Fall,Neurologic,12,1,8.3333,1,8.3333
ion363-jacifusen-ulefnersen,Headache,Neurologic,12,4,33.3333,0,0.0
ion363-jacifusen-ulefnersen,Injection site reaction,Procedure related,12,0,0.0,0,0.0
ion363-jacifusen-ulefnersen,Nausea And Vomiting,Gastrointestinal,12,3,25.0,0,0.0
ion363-jacifusen-ulefnersen,Paresthesia,Neurologic,12,0,0.0,0,0.0
ion363-jacifusen-ulefnersen,Proteinuria,Renal,12,0,0.0,0,0.0
ion363-jacifusen-ulefnersen,Respiratory Failure,Respiratory,12,1,8.3333,1,8.3333
ion464-biib101,Fall,Neurologic,40,25,62.5,0,0.0
ion464-biib101,Headache,Neurologic,40,6,15.0,0,0.0
ion464-biib101,Injection site reaction,Procedure related,40,5,12.5,0,0.0
ion464-biib101,Musculoskeletal disorser,Musculoskeletal,40,3,7.5,0,0.0
ion464-biib101,Urinary Tract Infection,Genitourinary,40,12,30.0,0,0.0
ion541-biib105,Fall,Neurologic,99,0,0.0,0,0.0
ion541-biib105,Headache,Neurologic,99,0,0.0,0,0.0
ion541-biib105,Injection site reaction,Procedure related,99,0,0.0,0,0.0
ion582-obudanersen,No AE,No AE,51,0,0.0,0,0.0
ion859-biib-094,CSF Pleocytosis,Neurologic,82,1,1.2195,1,1.2195
ion859-biib-094,Fall,Neurologic,82,5,6.0976,0,0.0
ion859-biib-094,Fatigue,General,82,1,1.2195,0,0.0
ion859-biib-094,Headache,Neurologic,82,3,3.6585,0,0.0
ion859-biib-094,Injection site reaction,Procedure related,82,9,10.9756,0,0.0
ion859-biib-094,Musculoskeletal disorser,Musculoskeletal,82,2,2.439,0,0.0
ion859-biib-094,Paresthesia,Neurologic,82,1,1.2195,0,0.0
ion859-biib-094,Post Lumbar Puncture Syndrome,Procedure related,82,6,7.3171,0,0.0
ion859-biib-094,Renal Injury,Renal,82,1,1.2195,0,0.0
ion859-biib-094,Tachycardia,Cardiovascular,82,1,1.2195,0,0.0
ionis-agt-lrx-evazarsen-sodium,Hyperkalemia,Metabolic,35,1,2.8571,0,0.0
ionis-dgat2-rx-ion224-cs-2,Aortic stenosis,Cardiovascular,160,1,0.625,1,0.625
ionis-dgat2-rx-ion224-cs-2,Cellulitis,Infection,160,6,3.75,0,0.0
ionis-dgat2-rx-ion224-cs-2,Diabetes mellitus,Metabolic,160,10,6.25,0,0.0
ionis-dgat2-rx-ion224-cs-2,Diarrhoea,Gastrointestinal,160,18,11.25,0,0.0
ionis-dgat2-rx-ion224-cs-2,GI symptoms,Gastrointestinal,160,11,6.875,0,0.0
ionis-dgat2-rx-ion224-cs-2,Headache,Neurologic,160,18,11.25,0,0.0
ionis-dgat2-rx-ion224-cs-2,Hemoptysis,Hematologic,160,1,0.625,0,0.0
ionis-dgat2-rx-ion224-cs-2,Infection,Infection,160,38,23.75,0,0.0
ionis-dgat2-rx-ion224-cs-2,Injection site reaction,Procedure related,160,0,0.0,0,0.0
ionis-dgat2-rx-ion224-cs-2,Musculoskeletal disorser,Musculoskeletal,160,18,11.25,0,0.0
ionis-dgat2-rx-ion224-cs-2,Myocardial Infarction,Cardiovascular,160,1,0.625,1,0.625
ionis-dgat2-rx-ion224-cs-2,Nausea And Vomiting,Gastrointestinal,160,26,16.25,0,0.0
ionis-dgat2-rx-ion224-cs-2,Nephrolithiasis,Genitourinary,160,1,0.625,0,0.0
ionis-dgat2-rx-ion224-cs-2,Psychiatric disorder,Psychiatric,160,1,0.625,1,0.625
ionis-dgat2-rx-ion224-cs-2,Upper Respiratory Tract Infection or symptoms,Respiratory,160,21,13.125,0,0.0
ionis-dgat2-rx-ion224-cs-2,Urinary Tract Infection,Genitourinary,160,29,18.125,0,0.0
ionis-fgfr4rx-isis-463588,No AE,No AE,13,0,0.0,0,0.0
ionis-fxirx-isis-416858,Anaphylaxis,Inflammatory,340,1,0.2941,1,0.2941
ionis-fxirx-isis-416858,Injection site reaction,Procedure related,340,109,32.0588,0,0.0
ionis-fxirx-isis-416858,Transaminase Increase,Gastrointestinal,340,2,0.5882,0,0.0
ionis-gccrrx-isis-426115,No AE,No AE,38,0,0.0,0,0.0
ionis-gcgrrx-isis-449884,Hyperbilirubinemia,Gastrointestinal,124,1,0.8065,1,0.8065
ionis-gcgrrx-isis-449884,Hypoglycemia,Metabolic,124,21,16.9355,0,0.0
ionis-gcgrrx-isis-449884,Injection site reaction,Procedure related,124,26,20.9677,0,0.0
ionis-gcgrrx-isis-449884,Transaminase Increase,Gastrointestinal,124,1,0.8065,1,0.8065
ionis-ghr-lrx-cimdelirsen,Headache,Neurologic,41,0,0.0,0,0.0
ionis-ghr-lrx-cimdelirsen,Infection,Infection,41,5,12.1951,0,0.0
ionis-ghr-lrx-cimdelirsen,Urinary Tract Infection,Genitourinary,41,7,17.0732,0,0.0
ionis-pkkrx-isis-546254,Headache,Neurologic,12,2,16.6667,0,0.0
ionis-pkkrx-isis-546254,Injection site reaction,Procedure related,12,12,100.0,0,0.0
ionis-pkkrx-isis-546254,Urinary Tract Infection,Genitourinary,12,4,33.3333,0,0.0
isis-104838,Coagulation abnormalities,Hematologic,160,0,0.0,0,0.0
isis-104838,Injection site reaction,Procedure related,160,0,0.0,0,0.0
isis-104838,Rash,Mucocutaneous,160,2,1.25,0,0.0
isis-104838,Thrombocytopenia,Hematologic,160,1,0.625,0,0.0
isis-113715,Injection site reaction,Procedure related,96,0,0.0,0,0.0
isis-353512,CRP increase,Inflammatory,103,103,100.0,0,0.0
isis-353512,IL Level Increased,Inflammatory,103,103,100.0,103,100.0
isis-404173,Gastritis,Gastrointestinal,92,6,6.5217,0,0.0
isis-404173,Headache,Neurologic,92,0,0.0,0,0.0
isis-404173,Hypoglycemia,Metabolic,92,7,7.6087,0,0.0
isis-404173,Injection site reaction,Procedure related,92,0,0.0,0,0.0
isis-404173,Upper Respiratory Tract Infection or symptoms,Respiratory,92,10,10.8696,0,0.0
isis-apo-a-rx-isis-494372,Angina Pectoris,Cardiovascular,64,2,3.125,2,3.125
isis-apo-a-rx-isis-494372,Fatigue,General,64,32,50.0,0,0.0
isis-apo-a-rx-isis-494372,Headache,Neurologic,64,21,32.8125,0,0.0
isis-apo-a-rx-isis-494372,Injection site reaction,Procedure related,64,12,18.75,0,0.0
isis-crprx-isis-329993,Contact Dermatitis,Mucocutaneous,81,0,0.0,0,0.0
isis-crprx-isis-329993,Foot infection,Infection,81,1,1.2346,0,0.0
isis-crprx-isis-329993,Headache,Neurologic,81,4,4.9383,0,0.0
isis-crprx-isis-329993,Injection site reaction,Procedure related,81,13,16.0494,0,0.0
isis-crprx-isis-329993,Renal Injury,Renal,81,0,0.0,0,0.0
isis-crprx-isis-329993,Upper Respiratory Tract Infection or symptoms,Respiratory,81,0,0.0,0,0.0
isis-crprx-isis-329993,Urinary Tract Infection,Genitourinary,81,0,0.0,0,0.0
isis333611,Dizziness,Neurologic,24,2,8.3333,0,0.0
isis333611,Fall,Neurologic,24,2,8.3333,0,0.0
isis333611,Headache,Neurologic,24,2,8.3333,0,0.0
isis333611,Musculoskeletal disorser,Musculoskeletal,24,4,16.6667,0,0.0
isis333611,Nausea And Vomiting,Gastrointestinal,24,5,20.8333,0,0.0
isis333611,Post Lumbar Puncture Syndrome,Procedure related,24,8,33.3333,0,0.0
isis5132-cgp69846a,Acute hemolytic anemia,Hematologic,93,1,1.0753,1,1.0753
isis5132-cgp69846a,Anaphylaxis,Inflammatory,93,1,1.0753,0,0.0
isis5132-cgp69846a,Anasarca,General,93,1,1.0753,1,1.0753
isis5132-cgp69846a,Anemia,Hematologic,93,5,5.3763,0,0.0
isis5132-cgp69846a,Anorexia,General,93,4,4.3011,0,0.0
isis5132-cgp69846a,Coagulation abnormalities,Hematologic,93,1,1.0753,0,0.0
isis5132-cgp69846a,Constipation,Gastrointestinal,93,3,3.2258,0,0.0
isis5132-cgp69846a,Diarrhoea,Gastrointestinal,93,2,2.1505,0,0.0
isis5132-cgp69846a,Dizziness,Neurologic,93,1,1.0753,0,0.0
isis5132-cgp69846a,Dry Mouth,Mucocutaneous,93,1,1.0753,0,0.0
isis5132-cgp69846a,Edema,General,93,1,1.0753,0,0.0
isis5132-cgp69846a,Fatigue,General,93,29,31.1828,0,0.0
isis5132-cgp69846a,Fever,General,93,2,2.1505,0,0.0
isis5132-cgp69846a,Flu-like,General,93,1,1.0753,0,0.0
isis5132-cgp69846a,GI symptoms,Gastrointestinal,93,5,5.3763,0,0.0
isis5132-cgp69846a,Gastroesophageal Reflux Disease,Gastrointestinal,93,1,1.0753,0,0.0
isis5132-cgp69846a,Headache,Neurologic,93,2,2.1505,0,0.0
isis5132-cgp69846a,Hemoptysis,Hematologic,93,1,1.0753,0,0.0
isis5132-cgp69846a,Hyponatremia,Metabolic,93,1,1.0753,0,0.0
isis5132-cgp69846a,Infection,Infection,93,1,1.0753,0,0.0
isis5132-cgp69846a,Injection site reaction,Procedure related,93,1,1.0753,0,0.0
isis5132-cgp69846a,Insomnia,General,93,1,1.0753,0,0.0
isis5132-cgp69846a,Leukopenia,Hematologic,93,3,3.2258,0,0.0
isis5132-cgp69846a,Mortality,Mortality,93,5,5.3763,5,5.3763
isis5132-cgp69846a,Musculoskeletal disorser,Musculoskeletal,93,7,7.5269,0,0.0
isis5132-cgp69846a,Nausea And Vomiting,Gastrointestinal,93,20,21.5054,0,0.0
isis5132-cgp69846a,Neutropenia,Hematologic,93,8,8.6022,1,1.0753
isis5132-cgp69846a,Neutropenic Fever,Hematologic,93,1,1.0753,0,0.0
isis5132-cgp69846a,Pain,General,93,1,1.0753,0,0.0
isis5132-cgp69846a,Pneumonia,Respiratory,93,1,1.0753,0,0.0
isis5132-cgp69846a,Rash,Mucocutaneous,93,1,1.0753,0,0.0
isis5132-cgp69846a,Renal Injury,Renal,93,1,1.0753,0,0.0
isis5132-cgp69846a,Renal failure,Renal,93,1,1.0753,1,1.0753
isis5132-cgp69846a,Respiratory Failure,Respiratory,93,1,1.0753,1,1.0753
isis5132-cgp69846a,Stomatitis,Gastrointestinal,93,2,2.1505,0,0.0
isis5132-cgp69846a,Thrombocytopenia,Hematologic,93,5,5.3763,0,0.0
isis5132-cgp69846a,Transaminase Increase,Gastrointestinal,93,3,3.2258,0,0.0
isth0036,Choroidal effusion,Ocular,12,1,8.3333,1,8.3333
isth0036,Conjectival hyperemia,Ocular,12,0,0.0,0,0.0
isth0036,Conjunctival Haemorrhage,Ocular,12,0,0.0,0,0.0
isth0036,Corneal Edema,Ocular,12,0,0.0,0,0.0
isth0036,Corneal erosion/Epithelium defect,Ocular,12,0,0.0,0,0.0
isth0036,Dry eye,Ocular,12,0,0.0,0,0.0
isth0036,Eyelid eczema,Ocular,12,0,0.0,0,0.0
isth0036,Gingivitis,Mucocutaneous,12,0,0.0,0,0.0
isth0036,Gout,Metabolic,12,0,0.0,0,0.0
isth0036,Hypertension,Cardiovascular,12,0,0.0,0,0.0
isth0036,Increased Intraocular Pressure,Ocular,12,1,8.3333,1,8.3333
isth0036,Musculoskeletal disorser,Musculoskeletal,12,0,0.0,0,0.0
isth0036,Ocular disorder,Ocular,12,0,0.0,0,0.0
isth0036,Upper Respiratory Tract Infection or symptoms,Respiratory,12,0,0.0,0,0.0
isth0036,Urinary Tract Infection,Genitourinary,12,0,0.0,0,0.0
kif1a,CSF Leak,Procedure related,2,1,50.0,0,0.0
kif1a,Fever,General,2,1,50.0,0,0.0
ly2275796,Anaphylaxis,Inflammatory,54,2,3.7037,0,0.0
ly2275796,Anemia,Hematologic,54,7,12.963,4,7.4074
ly2275796,Anorexia,General,54,6,11.1111,0,0.0
ly2275796,Chills,General,54,4,7.4074,0,0.0
ly2275796,Coagulation abnormalities,Hematologic,54,20,37.037,0,0.0
ly2275796,Dehydration,Other,54,4,7.4074,0,0.0
ly2275796,Diarrhoea,Gastrointestinal,54,5,9.2593,0,0.0
ly2275796,Fatigue,General,54,38,70.3704,0,0.0
ly2275796,Fever,General,54,8,14.8148,0,0.0
ly2275796,Hypoalbuminemia,Metabolic,54,6,11.1111,6,11.1111
ly2275796,Hypokalemia,Metabolic,54,2,3.7037,0,0.0
ly2275796,Hyponatremia,Metabolic,54,2,3.7037,0,0.0
ly2275796,Hypophosphatemia,Metabolic,54,2,3.7037,0,0.0
ly2275796,Lymphopenia,Hematologic,54,6,11.1111,5,9.2593
ly2275796,Nausea And Vomiting,Gastrointestinal,54,12,22.2222,0,0.0
ly2275796,Neuropathy,Neurologic,54,3,5.5556,0,0.0
ly2275796,Neutropenia,Hematologic,54,8,14.8148,8,14.8148
ly2275796,Rash,Mucocutaneous,54,2,3.7037,0,0.0
ly2275796,Renal Injury,Renal,54,2,3.7037,0,0.0
ly2275796,Thrombocytopenia,Hematologic,54,7,12.963,0,0.0
ly2275796,Transaminase Increase,Gastrointestinal,54,4,7.4074,0,0.0
milasen,No AE,No AE,1,0,0.0,0,0.0
mipomersen-kynamro,Anaphylaxis,Inflammatory,3766,4,0.1062,4,0.1062
mipomersen-kynamro,Angina Pectoris,Cardiovascular,3766,62,1.6463,54,1.4339
mipomersen-kynamro,Anorexia,General,3766,2,0.0531,0,0.0
mipomersen-kynamro,Arrhythmias,Cardiovascular,3766,5,0.1328,0,0.0
mipomersen-kynamro,CRP increase,Inflammatory,3766,32,0.8497,0,0.0
mipomersen-kynamro,Chills,General,3766,47,1.248,0,0.0
mipomersen-kynamro,Deep Vein Thrombosis,Cardiovascular,3766,2,0.0531,2,0.0531
mipomersen-kynamro,Dizziness,Neurologic,3766,11,0.2921,0,0.0
mipomersen-kynamro,Edema,General,3766,28,0.7435,0,0.0
mipomersen-kynamro,Encephalitis,Neurologic,3766,1,0.0266,1,0.0266
mipomersen-kynamro,Fall,Neurologic,3766,3,0.0797,0,0.0
mipomersen-kynamro,Fatigue,General,3766,65,1.726,0,0.0
mipomersen-kynamro,Fever,General,3766,73,1.9384,0,0.0
mipomersen-kynamro,Flu-like,General,3766,1100,29.2087,0,0.0
mipomersen-kynamro,GI symptoms,Gastrointestinal,3766,168,4.461,0,0.0
mipomersen-kynamro,Headache,Neurologic,3766,72,1.9118,0,0.0
mipomersen-kynamro,Hepatic Steatosis,Gastrointestinal,3766,139,3.6909,139,3.6909
mipomersen-kynamro,Hepatomegaly,Gastrointestinal,3766,1,0.0266,1,0.0266
mipomersen-kynamro,Hypertension,Cardiovascular,3766,22,0.5842,0,0.0
mipomersen-kynamro,Immune Thrombocytopenic Purpura,Hematologic,3766,0,0.0,0,0.0
mipomersen-kynamro,Injection site reaction,Procedure related,3766,2115,56.1604,0,0.0
mipomersen-kynamro,Insomnia,General,3766,19,0.5045,0,0.0
mipomersen-kynamro,Lower Respiratory Tract Infection or symptoms,Respiratory,3766,8,0.2124,0,0.0
mipomersen-kynamro,Musculoskeletal disorser,Musculoskeletal,3766,138,3.6644,0,0.0
mipomersen-kynamro,Myocardial Infarction,Cardiovascular,3766,11,0.2921,11,0.2921
mipomersen-kynamro,Nausea And Vomiting,Gastrointestinal,3766,54,1.4339,0,0.0
mipomersen-kynamro,Petechiae,Hematologic,3766,3,0.0797,0,0.0
mipomersen-kynamro,Psychiatric disorder,Psychiatric,3766,5,0.1328,5,0.1328
mipomersen-kynamro,Rash,Mucocutaneous,3766,25,0.6638,0,0.0
mipomersen-kynamro,Respiratory Failure,Respiratory,3766,1,0.0266,1,0.0266
mipomersen-kynamro,Thrombocytopenia,Hematologic,3766,0,0.0,0,0.0
mipomersen-kynamro,Transaminase Increase,Gastrointestinal,3766,1110,29.4742,0,0.0
mipomersen-kynamro,Tremor,Neurologic,3766,4,0.1062,0,0.0
mipomersen-kynamro,Upper Respiratory Tract Infection or symptoms,Respiratory,3766,52,1.3808,0,0.0
mipomersen-kynamro,Urinary Tract Infection,Genitourinary,3766,9,0.239,0,0.0
mongersen-ged-0301,Allergic rhinitis,Inflammatory,1764,1,0.0567,0,0.0
mongersen-ged-0301,CRP increase,Inflammatory,1764,15,0.8503,0,0.0
mongersen-ged-0301,Diarrhoea,Gastrointestinal,1764,12,0.6803,0,0.0
mongersen-ged-0301,ECG Abnormalities,Cardiovascular,1764,1,0.0567,0,0.0
mongersen-ged-0301,Fatigue,General,1764,8,0.4535,0,0.0
mongersen-ged-0301,Fever,General,1764,12,0.6803,0,0.0
mongersen-ged-0301,Flu-like,General,1764,12,0.6803,0,0.0
mongersen-ged-0301,GI symptoms,Gastrointestinal,1764,14,0.7937,0,0.0
mongersen-ged-0301,Haemorrhoid surgery,Other,1764,1,0.0567,0,0.0
mongersen-ged-0301,Headache,Neurologic,1764,3,0.1701,0,0.0
mongersen-ged-0301,Hypertension,Cardiovascular,1764,1,0.0567,0,0.0
mongersen-ged-0301,Intestinal fibrosis,Gastrointestinal,1764,0,0.0,0,0.0
mongersen-ged-0301,Metabolic disorder,Metabolic,1764,1,0.0567,0,0.0
mongersen-ged-0301,Mortality,Mortality,1764,2,0.1134,2,0.1134
mongersen-ged-0301,Musculoskeletal disorser,Musculoskeletal,1764,8,0.4535,0,0.0
mongersen-ged-0301,Nausea And Vomiting,Gastrointestinal,1764,1,0.0567,0,0.0
mongersen-ged-0301,Pre Existing Condition Exacerbation,Other,1764,21,1.1905,20,1.1338
mongersen-ged-0301,Procedure related,Procedure related,1764,1,0.0567,0,0.0
mongersen-ged-0301,Transaminase Increase,Gastrointestinal,1764,8,0.4535,0,0.0
mongersen-ged-0301,Urinary Tract Infection,Genitourinary,1764,25,1.4172,0,0.0
n-l-asxl3,No AE,No AE,1,0,0.0,0,0.0
n-l-atn1,No AE,No AE,1,0,0.0,0,0.0
n-l-chchd10,No AE,No AE,9,0,0.0,0,0.0
n-l-elp1,No AE,No AE,1,0,0.0,0,0.0
n-l-flvcr1,No AE,No AE,1,0,0.0,0,0.0
n-l-h3f3a,No AE,No AE,1,0,0.0,0,0.0
n-l-hnrnph2,No AE,No AE,3,0,0.0,0,0.0
n-l-lmnb1,No AE,No AE,1,0,0.0,0,0.0
n-l-saa1,No AE,No AE,1,0,0.0,0,0.0
n-l-scn2a-de,No AE,No AE,2,0,0.0,0,0.0
n-l-serpini1,No AE,No AE,1,0,0.0,0,0.0
n-l-tardbp,No AE,No AE,1,0,0.0,0,0.0
n-l-tubb4a,No AE,No AE,1,0,0.0,0,0.0
n-l-ubtf,No AE,No AE,1,0,0.0,0,0.0
nio752,Abnormal vision,Ocular,59,3,5.0847,0,0.0
nio752,Agitation,Psychiatric,59,2,3.3898,0,0.0
nio752,Anaphylaxis,Inflammatory,59,1,1.6949,0,0.0
nio752,Anemia,Hematologic,59,1,1.6949,0,0.0
nio752,Anorexia,General,59,1,1.6949,0,0.0
nio752,Anxiety,Psychiatric,59,1,1.6949,0,0.0
nio752,Aphasia,Neurologic,59,2,3.3898,0,0.0
nio752,Apnea,Respiratory,59,1,1.6949,0,0.0
nio752,Appendicitis,Gastrointestinal,59,1,1.6949,1,1.6949
nio752,Areflexia,Neurologic,59,2,3.3898,0,0.0
nio752,Arrhythmias,Cardiovascular,59,4,6.7797,0,0.0
nio752,Ascites,General,59,1,1.6949,0,0.0
nio752,Aspiration,Respiratory,59,1,1.6949,1,1.6949
nio752,Ataxia,Neurologic,59,3,5.0847,3,5.0847
nio752,Balance Disorder,Neurologic,59,8,13.5593,0,0.0
nio752,CSF Pleocytosis,Neurologic,59,2,3.3898,1,1.6949
nio752,CSF protein increase,Neurologic,59,3,5.0847,0,0.0
nio752,Cataract,Ocular,59,1,1.6949,0,0.0
nio752,Choroidal hemorrhage,Ocular,59,1,1.6949,0,0.0
nio752,Confusion,Neurologic,59,1,1.6949,1,1.6949
nio752,Covid,Infection,59,1,1.6949,1,1.6949
nio752,Dehydration,Other,59,1,1.6949,0,0.0
nio752,Diarrhoea,Gastrointestinal,59,2,3.3898,0,0.0
nio752,Dizziness,Neurologic,59,3,5.0847,0,0.0
nio752,Dry eye,Ocular,59,3,5.0847,0,0.0
nio752,Dysarthria,Neurologic,59,1,1.6949,0,0.0
nio752,Dysphagia,Neurologic,59,2,3.3898,0,0.0
nio752,Dystonia,Neurologic,59,1,1.6949,0,0.0
nio752,Encephalopathy,Neurologic,59,2,3.3898,2,3.3898
nio752,Epistaxis,Hematologic,59,3,5.0847,0,0.0
nio752,Eye Pruritus,Ocular,59,1,1.6949,0,0.0
nio752,Fall,Neurologic,59,19,32.2034,0,0.0
nio752,Fatigue,General,59,6,10.1695,0,0.0
nio752,Fecaloma,Gastrointestinal,59,1,1.6949,0,0.0
nio752,Fever,General,59,2,3.3898,0,0.0
nio752,Fracture,Musculoskeletal,59,6,10.1695,6,10.1695
nio752,GI Bleeding,Gastrointestinal,59,1,1.6949,1,1.6949
nio752,GI symptoms,Gastrointestinal,59,4,6.7797,0,0.0
nio752,Gait Disturbance,Neurologic,59,8,13.5593,0,0.0
nio752,Gastroesophageal Reflux Disease,Gastrointestinal,59,2,3.3898,0,0.0
nio752,Gingivitis,Mucocutaneous,59,1,1.6949,0,0.0
nio752,Glaucoma,Ocular,59,1,1.6949,0,0.0
nio752,Headache,Neurologic,59,5,8.4746,0,0.0
nio752,Hyperglycemia,Metabolic,59,2,3.3898,0,0.0
nio752,Hypoesthesia,Neurologic,59,2,3.3898,0,0.0
nio752,Hypotension,Cardiovascular,59,3,5.0847,0,0.0
nio752,Hypoxia,Respiratory,59,1,1.6949,1,1.6949
nio752,Insomnia,General,59,3,5.0847,0,0.0
nio752,Mortality,Mortality,59,2,3.3898,2,3.3898
nio752,Musculoskeletal disorser,Musculoskeletal,59,30,50.8475,0,0.0
nio752,Nausea And Vomiting,Gastrointestinal,59,5,8.4746,0,0.0
nio752,Peptic Ulcer Disease,Gastrointestinal,59,1,1.6949,0,0.0
nio752,Peritonitis,Gastrointestinal,59,1,1.6949,0,0.0
nio752,Photophobia,Ocular,59,2,3.3898,0,0.0
nio752,Pleural Effusion,Respiratory,59,1,1.6949,0,0.0
nio752,Post Lumbar Puncture Syndrome,Procedure related,59,6,10.1695,0,0.0
nio752,Pyelonephritis,Renal,59,1,1.6949,1,1.6949
nio752,Rash,Mucocutaneous,59,5,8.4746,0,0.0
nio752,Renal Injury,Renal,59,2,3.3898,0,0.0
nio752,Renal failure,Renal,59,1,1.6949,1,1.6949
nio752,Rhabdomyolysis,Musculoskeletal,59,1,1.6949,0,0.0
nio752,Salivation,Other,59,1,1.6949,0,0.0
nio752,Stridor,Respiratory,59,1,1.6949,0,0.0
nio752,Syncope,Neurologic,59,2,3.3898,0,0.0
nio752,Tachypnea,Respiratory,59,1,1.6949,0,0.0
nio752,Transaminase Increase,Gastrointestinal,59,2,3.3898,0,0.0
nio752,Upper Respiratory Tract Infection or symptoms,Respiratory,59,10,16.9492,0,0.0
nio752,Urinary Incontinence,Genitourinary,59,1,1.6949,0,0.0
nio752,Urinary Retention,Genitourinary,59,2,3.3898,0,0.0
nio752,Urinary Tract Infection,Genitourinary,59,7,11.8644,0,0.0
nio752,Vertigo,Neurologic,59,2,3.3898,0,0.0
nio752,Vitamin b12 decrease,Metabolic,59,12,20.339,0,0.0
nio752,hypothyroidism,Metabolic,59,1,1.6949,0,0.0
ns-089-ncnp-02-brogidirsen,Arrhythmias,Cardiovascular,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Blood fibrinogen decreased,Hematologic,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Chemokine increased,Inflammatory,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Coagulation abnormalities,Hematologic,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Diabetes mellitus,Metabolic,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Headache,Neurologic,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Hematuria,Genitourinary,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Hordeolum,Ocular,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Metabolic disorder,Metabolic,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Microglubulin in urine,Renal,6,3,50.0,0,0.0
ns-089-ncnp-02-brogidirsen,Proteinuria,Renal,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Rash,Mucocutaneous,6,1,16.6667,0,0.0
ns-089-ncnp-02-brogidirsen,Renal Injury,Renal,6,4,66.6667,0,0.0
nusinersen,Anaphylaxis,Inflammatory,13250,0,0.0,0,0.0
nusinersen,Anemia,Hematologic,13250,26,0.1962,0,0.0
nusinersen,Anorexia,General,13250,33,0.2491,0,0.0
nusinersen,Anti-drug antibodies,Inflammatory,13250,21,0.1585,0,0.0
nusinersen,Anxiety,Psychiatric,13250,15,0.1132,0,0.0
nusinersen,Aseptic Meningitis,Neurologic,13250,22,0.166,22,0.166
nusinersen,Balance Disorder,Neurologic,13250,22,0.166,0,0.0
nusinersen,Bradycardia,Cardiovascular,13250,15,0.1132,0,0.0
nusinersen,CSF Leak,Procedure related,13250,16,0.1208,0,0.0
nusinersen,Cachexia,General,13250,17,0.1283,0,0.0
nusinersen,Clonus,Neurologic,13250,1,0.0075,1,0.0075
nusinersen,Constipation,Gastrointestinal,13250,10,0.0755,0,0.0
nusinersen,Dehydration,Cardiovascular,13250,6,0.0453,0,0.0
nusinersen,Diarrhoea,Gastrointestinal,13250,6,0.0453,0,0.0
nusinersen,Dizziness,Neurologic,13250,21,0.1585,0,0.0
nusinersen,Dysphagia,Neurologic,13250,43,0.3245,0,0.0
nusinersen,Ear Infection,Infection,13250,8,0.0604,0,0.0
nusinersen,Epistaxis,Hematologic,13250,24,0.1811,0,0.0
nusinersen,Fall,Neurologic,13250,105,0.7925,78,0.5887
nusinersen,Fatigue,General,13250,65,0.4906,0,0.0
nusinersen,Feeding difficulty,General,13250,176,1.3283,0,0.0
nusinersen,Fever,General,13250,366,2.7623,0,0.0
nusinersen,Fracture,Musculoskeletal,13250,51,0.3849,51,0.3849
nusinersen,GI symptoms,Gastrointestinal,13250,30,0.2264,0,0.0
nusinersen,Gastroenteritis,Gastrointestinal,13250,6,0.0453,0,0.0
nusinersen,Headache,Neurologic,13250,161,1.2151,0,0.0
nusinersen,Heart Failure,Cardiovascular,13250,85,0.6415,85,0.6415
nusinersen,Hydrocephalous,Neurologic,13250,59,0.4453,59,0.4453
nusinersen,Hyperreflexia,Neurologic,13250,1,0.0075,0,0.0
nusinersen,Hypertension,Cardiovascular,13250,29,0.2189,0,0.0
nusinersen,Hypokalemia,Metabolic,13250,17,0.1283,0,0.0
nusinersen,Hypotension,Cardiovascular,13250,50,0.3774,0,0.0
nusinersen,Injection site reaction,Procedure related,13250,138,1.0415,0,0.0
nusinersen,Lower Respiratory Tract Infection or symptoms,Respiratory,13250,417,3.1472,410,3.0943
nusinersen,Meningitis,Neurologic,13250,0,0.0,0,0.0
nusinersen,Mortality,Mortality,13250,325,2.4528,325,2.4528
nusinersen,Muscular Weakness,Musculoskeletal,13250,11,0.083,0,0.0
nusinersen,Musculoskeletal disorser,Musculoskeletal,13250,5,0.0377,0,0.0
nusinersen,Nausea And Vomiting,Gastrointestinal,13250,15,0.1132,0,0.0
nusinersen,Neutropenia,Hematologic,13250,1,0.0075,0,0.0
nusinersen,Post Lumbar Puncture Syndrome,Procedure related,13250,72,0.5434,0,0.0
nusinersen,Proteinuria,Renal,13250,202,1.5245,0,0.0
nusinersen,Rash,Mucocutaneous,13250,2,0.0151,0,0.0
